date,agg,bil,gld,spy,vb,vnq,vo,vwo
2024-01-05,56,100,100,100,0,0,34,0
2024-01-08,100,-96,100,100,0,0,-34,0
2024-01-09,-100,-4,100,100,0,0,41,41
2024-01-10,-7,0,100,100,90,0,-41,-41
2024-01-11,24,0,100,100,80,76,0,0
2024-01-12,-69,0,100,100,-39,-76,0,0
2024-01-16,-4,50,100,100,-86,100,0,0
2024-01-17,63,49,100,100,71,18,0,0
2024-01-18,-63,-5,100,100,-57,-46,0,0
2024-01-19,92,46,100,100,-51,-68,100,0
2024-01-22,-92,100,100,51,54,-4,82,0
2024-01-23,33,-31,100,100,-58,0,-49,0
2024-01-24,-33,-100,100,100,39,0,-100,0
2024-01-25,0,59,100,100,-43,95,-18,0
2024-01-26,0,40,100,100,0,-95,0,0
2024-01-29,1,-9,0,0,0,0,3,0
2024-01-30,1,-100,1,18,0,0,0,0
2024-01-31,-2,0,0,9,0,0,-18,0
2024-02-01,1,-70,0,0,30,0,0,0
2024-02-02,-1,-29,0,18,-30,0,0,0
2024-02-05,1,0,0,0,0,0,0,0
2024-02-06,0,0,0,0,0,0,0,0
2024-02-07,-1,0,0,0,0,0,0,0
2024-02-08,0,0,0,0,0,0,0,0
2024-02-09,0,0,0,0,0,0,0,0
2024-02-12,0,1,0,0,0,0,0,0
2024-02-13,0,0,0,0,0,0,0,0
2024-02-14,0,-1,0,0,0,0,0,0
2024-02-15,1,0,0,0,0,0,0,0
2024-02-16,0,0,0,0,0,0,0,0
2024-02-20,0,0,0,0,0,0,0,0
2024-02-21,0,0,0,0,0,0,0,0
2024-02-22,0,0,0,0,0,0,0,0
2024-02-23,0,0,0,0,0,0,0,0
2024-02-26,0,0,0,0,0,0,0,0
2024-02-27,-1,0,0,0,0,0,0,0
2024-02-28,0,0,0,0,0,1,0,0
2024-02-29,1,0,0,0,0,-1,0,0
2024-03-01,-1,0,0,0,0,1,0,0
2024-03-04,0,0,0,0,0,0,0,0
2024-03-05,0,1,0,0,0,-1,0,1
2024-03-06,0,-1,0,0,0,0,0,-1
2024-03-07,1,0,0,0,0,0,0,0
2024-03-08,0,0,0,0,0,0,0,0
2024-03-11,0,0,0,0,0,0,0,0
2024-03-12,-1,1,0,0,0,0,0,0
2024-03-13,0,-1,0,0,0,0,0,0
2024-03-14,1,0,0,0,0,0,0,0
2024-03-15,-1,1,0,0,0,0,0,0
2024-03-18,0,-1,0,0,0,0,0,0
2024-03-19,0,0,0,0,0,0,0,0
2024-03-20,0,0,0,0,0,1,0,0
2024-03-21,1,0,0,0,0,-1,0,0
2024-03-22,-1,1,0,0,0,0,0,0
2024-03-25,0,-1,0,0,0,0,0,0
2024-03-26,1,0,0,0,0,0,0,0
2024-03-27,-1,0,0,0,0,1,0,0
2024-03-28,0,0,0,0,0,-1,0,0
2024-04-01,0,0,0,0,0,1,0,0
2024-04-02,1,0,0,0,0,-1,0,0
2024-04-03,0,0,0,0,0,0,0,0
2024-04-04,0,0,0,0,0,0,0,0
2024-04-05,0,0,0,0,0,0,0,0
